Gender,Nationality,Class Level,Age,School Type,Main Administration,Candidacy type,Degree
male,Saudi,2,14,Governmental,Qaseem,Talented-Candidacy,680
male,Saudi,2,14,Private,Mecca,Self-Candidacy,680
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,587
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,713
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,727
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,607
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,700
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,713
male,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,600
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,607
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,587
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,653
male,Saudi,2,14,Governmental,Madinah,Self-Candidacy,673
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,647
male,Saudi,2,14,Private,Aseer,Self-Candidacy,587
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,713
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,553
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,733
male,Saudi,2,14,Private,Mecca,Self-Candidacy,660
male,Saudi,2,14,Governmental,Aseer,Self-Candidacy,607
female,Saudi,2,14,Governmental,Bahah,Self-Candidacy,573
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,640
male,Saudi,2,14,Governmental,Madinah,Self-Candidacy,680
male,Saudi,2,14,Private,Mecca,Self-Candidacy,687
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,713
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,653
male,Saudi,2,14,Governmental,Jazan,Self-Candidacy,700
male,Saudi,2,14,Private,Jawf,Self-Candidacy,693
male,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,633
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,487
male,Saudi,2,14,Private,Mecca,Self-Candidacy,713
male,Saudi,2,14,Foreign,Mecca,Self-Candidacy,500
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,680
male,Saudi,2,14,Governmental,Jazan,Self-Candidacy,627
male,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,720
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,667
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,687
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,640
male,Saudi,2,14,Private,Mecca,Self-Candidacy,633
male,Saudi,2,14,Private,Mecca,Self-Candidacy,747
female,Saudi,2,14,Private,Mecca,Self-Candidacy,647
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,693
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,720
female,Saudi,2,14,Governmental,Bahah,Self-Candidacy,647
male,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,713
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,627
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,647
female,Saudi,2,15,Governmental,Riyadh,Talented-Candidacy,660
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,660
male,Saudi,2,14,Private,Eastern,Self-Candidacy,673
male,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,680
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,540
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,660
male,Saudi,2,14,Private,Eastern,Self-Candidacy,720
male,Saudi,2,14,Private,Mecca,Self-Candidacy,707
female,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,667
female,Saudi,2,14,Private,Eastern,Self-Candidacy,633
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,687
female,Saudi,2,14,Governmental,Najran,Talented-Candidacy,593
female,Saudi,2,14,Private,Eastern,Self-Candidacy,633
female,Saudi,2,14,Private,Riyadh,Self-Candidacy,680
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,647
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,647
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,727
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,680
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,647
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,660
female,Saudi,2,14,Private,Eastern,Self-Candidacy,660
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,687
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,687
female,Saudi,2,14,Governmental,Madinah,Self-Candidacy,660
female,Saudi,2,14,Governmental,Aseer,Self-Candidacy,633
male,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,640
male,Saudi,2,14,Governmental,Jazan,Talented-Candidacy,673
female,Saudi,2,14,Governmental,Madinah,Self-Candidacy,567
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,627
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,667
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,400
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,707
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,540
male,Saudi,2,14,Private,Riyadh,Self-Candidacy,653
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,593
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,687
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,607
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,647
female,Saudi,2,15,Private,Riyadh,Self-Candidacy,633
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,607
female,Saudi,2,14,Governmental,Jazan,Talented-Candidacy,640
female,Saudi,2,14,Private,Madinah,Self-Candidacy,653
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,680
male,Saudi,2,14,Private,Mecca,Self-Candidacy,660
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,680
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,633
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,693
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,640
female,Saudi,2,14,Governmental,Jazan,Self-Candidacy,647
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,720
male,Saudi,2,14,Private,Tabuk,Self-Candidacy,640
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,613
female,Saudi,2,14,Governmental,Qaseem,Talented-Candidacy,513
female,Saudi,2,14,Governmental,Jawf,Self-Candidacy,613
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,613
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,640
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,773
male,Saudi,2,14,Governmental,Madinah,Self-Candidacy,673
male,Saudi,2,14,Governmental,Aseer,Self-Candidacy,513
female,Saudi,2,14,Governmental,Jazan,Self-Candidacy,653
female,Saudi,2,14,Governmental,Jazan,Self-Candidacy,647
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,667
female,Saudi,2,14,Private,Eastern,Self-Candidacy,633
male,Saudi,2,14,Private,Eastern,Self-Candidacy,713
male,Saudi,2,14,Governmental,Jazan,Self-Candidacy,607
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,707
male,Saudi,2,14,Private,Mecca,Self-Candidacy,740
female,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,680
female,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,627
male,Saudi,2,14,Private,Eastern,Self-Candidacy,653
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,633
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,673
male,Saudi,2,14,Private,Eastern,Self-Candidacy,687
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,687
male,Saudi,2,14,Foreign,Riyadh,Self-Candidacy,700
female,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,687
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,667
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,633
male,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,767
male,Saudi,2,14,Private,Eastern,Self-Candidacy,667
female,Saudi,2,14,Governmental,Jazan,Talented-Candidacy,707
female,Saudi,2,14,Private,Riyadh,Self-Candidacy,653
female,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,647
female,Saudi,2,14,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,667
male,Saudi,2,14,Private,Eastern,Self-Candidacy,600
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,673
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,680
male,Saudi,2,14,Private,Madinah,Self-Candidacy,647
female,Saudi,2,14,Governmental,Tabuk,Talented-Candidacy,660
male,Saudi,2,14,Governmental,Madinah,Talented-Candidacy,653
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,647
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,640
male,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,587
female,Saudi,2,14,Private,Mecca,Self-Candidacy,660
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,707
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,573
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,700
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,687
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,653
male,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,680
female,Saudi,2,14,Private,Eastern,Self-Candidacy,627
male,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,593
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,667
male,Saudi,2,14,Governmental,Madinah,Talented-Candidacy,633
female,Saudi,2,14,Governmental,Hail,Self-Candidacy,600
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,660
male,Saudi,2,14,Private,Tabuk,Self-Candidacy,667
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,613
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,647
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,587
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,720
male,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,773
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,667
female,Saudi,2,14,Governmental,Najran,Talented-Candidacy,673
male,Saudi,2,14,Foreign,Riyadh,Self-Candidacy,680
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,640
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,687
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,633
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,680
male,Saudi,2,14,Governmental,Aseer,Talented-Candidacy,647
female,Saudi,2,14,Governmental,Madinah,Self-Candidacy,700
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,667
female,Saudi,2,14,Governmental,Aseer,Self-Candidacy,587
female,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,680
male,Saudi,2,14,Private,Eastern,Talented-Candidacy,620
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,727
female,Saudi,2,14,Governmental,Aseer,Self-Candidacy,673
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,633
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,660
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,633
male,Saudi,2,14,Private,Riyadh,Self-Candidacy,613
male,Saudi,2,14,Private,Mecca,Self-Candidacy,753
female,Saudi,2,14,Private,Eastern,Self-Candidacy,673
female,Saudi,2,14,Private,Madinah,Self-Candidacy,600
male,Saudi,2,14,Private,Tabuk,Self-Candidacy,527
male,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,700
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,633
male,Saudi,2,14,Private,Eastern,Self-Candidacy,740
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,633
male,Saudi,2,14,Private,Mecca,Self-Candidacy,627
female,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,607
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,653
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,607
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,720
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,640
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,647
female,Saudi,2,14,Governmental,Aseer,Self-Candidacy,593
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,627
male,Saudi,2,14,Private,Riyadh,Self-Candidacy,753
male,Saudi,2,14,Governmental,Madinah,Self-Candidacy,667
male,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,680
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,620
male,Saudi,2,14,Private,Eastern,Self-Candidacy,647
male,Saudi,2,14,Governmental,Madinah,Self-Candidacy,673
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,633
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,633
male,Saudi,2,14,Private,Aseer,Self-Candidacy,627
female,Saudi,2,14,Governmental,Madinah,Self-Candidacy,680
male,Saudi,2,14,Private,Mecca,Self-Candidacy,693
female,Saudi,2,14,Private,Riyadh,Talented-Candidacy,727
female,Saudi,2,14,Governmental,Jazan,Self-Candidacy,673
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,700
female,Saudi,2,14,Private,Madinah,Self-Candidacy,687
male,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,653
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,647
male,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,647
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,660
male,Saudi,2,14,Governmental,Aseer,Self-Candidacy,653
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,653
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,587
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,613
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,613
female,Saudi,2,14,Governmental,Aseer,Talented-Candidacy,500
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,660
male,Saudi,2,14,Governmental,Jazan,Self-Candidacy,633
female,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,680
male,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,373
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,647
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,640
male,Saudi,2,14,Private,Eastern,Talented-Candidacy,733
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,707
female,Saudi,2,14,Private,Riyadh,Self-Candidacy,687
male,Saudi,2,14,Private,Mecca,Self-Candidacy,680
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,693
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,733
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,673
female,Saudi,2,14,Private,Eastern,Self-Candidacy,687
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,647
female,Saudi,2,14,Governmental,Aseer,Self-Candidacy,653
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,667
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,693
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,647
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,673
male,Saudi,2,14,Governmental,Madinah,Talented-Candidacy,647
female,Saudi,2,14,Governmental,Hudud-Shimaliyyah,Self-Candidacy,747
female,Saudi,2,14,Governmental,Aseer,Talented-Candidacy,753
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,680
male,Saudi,2,14,Governmental,Hail,Talented-Candidacy,587
male,Saudi,2,14,Governmental,Bahah,Self-Candidacy,627
female,Saudi,2,14,Governmental,Bahah,Self-Candidacy,640
female,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,700
female,Saudi,2,15,Governmental,Jazan,Self-Candidacy,620
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,633
female,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,707
female,Saudi,2,14,Governmental,Tabuk,Talented-Candidacy,647
female,Saudi,2,14,Governmental,Bahah,Talented-Candidacy,607
female,Saudi,2,14,Governmental,Bahah,Talented-Candidacy,633
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,713
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,627
male,Saudi,2,14,Governmental,Aseer,Talented-Candidacy,660
female,Saudi,2,14,Private,Eastern,Self-Candidacy,693
female,Saudi,2,14,Governmental,Madinah,Self-Candidacy,700
male,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,680
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,673
male,Saudi,2,14,Private,Jawf,Talented-Candidacy,713
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,653
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,667
male,Saudi,2,14,Governmental,Madinah,Talented-Candidacy,667
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,653
male,Saudi,2,14,Private,Riyadh,Self-Candidacy,573
male,Saudi,2,14,Private,Eastern,Self-Candidacy,747
male,Saudi,2,14,Private,Riyadh,Self-Candidacy,647
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,553
male,Saudi,2,14,Governmental,Jazan,Self-Candidacy,633
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,693
female,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,693
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,747
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,687
male,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,587
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,673
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,633
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,567
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,593
female,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,693
female,Saudi,2,14,Private,Eastern,Self-Candidacy,627
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,687
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,593
female,Saudi,2,14,Private,Mecca,Self-Candidacy,627
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,760
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,633
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,633
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,607
male,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,540
female,Saudi,2,14,Governmental,Aseer,Talented-Candidacy,607
male,Saudi,2,14,Governmental,Jazan,Self-Candidacy,600
male,Saudi,2,14,Private,Eastern,Self-Candidacy,727
female,Saudi,2,14,Governmental,Aseer,Self-Candidacy,567
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,627
male,Saudi,3,17,Private,Mecca,Self-Candidacy,453
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,540
male,Saudi,2,14,Private,Riyadh,Self-Candidacy,680
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,613
female,Saudi,2,14,Foreign,Mecca,Self-Candidacy,693
male,Saudi,2,14,Private,Riyadh,Self-Candidacy,587
male,Saudi,2,14,Governmental,Jazan,Talented-Candidacy,627
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,667
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,627
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,673
male,Saudi,2,14,Private,Mecca,Self-Candidacy,700
male,Saudi,2,14,Governmental,Najran,Talented-Candidacy,587
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,700
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,667
male,Saudi,2,14,Governmental,Aseer,Talented-Candidacy,700
male,Saudi,2,14,Governmental,Tabuk,Talented-Candidacy,647
male,Saudi,2,14,Governmental,Bahah,Talented-Candidacy,640
female,Saudi,2,14,Private,Eastern,Self-Candidacy,613
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,593
male,Saudi,2,14,Governmental,Jawf,Talented-Candidacy,620
female,Saudi,2,14,Private,Riyadh,Self-Candidacy,693
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,733
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,673
male,Saudi,2,14,Governmental,Bahah,Self-Candidacy,680
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,733
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,627
female,Saudi,2,14,Governmental,Jazan,Self-Candidacy,640
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,727
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,620
female,Saudi,2,14,Governmental,Bahah,Talented-Candidacy,613
male,Saudi,2,14,Private,Eastern,Self-Candidacy,607
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,713
male,Saudi,2,14,Governmental,Madinah,Self-Candidacy,707
male,Saudi,2,14,Governmental,Jazan,Self-Candidacy,653
female,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,613
female,Saudi,2,14,Private,Tabuk,Self-Candidacy,627
male,Saudi,2,14,Governmental,Madinah,Talented-Candidacy,567
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,667
female,Saudi,2,14,Governmental,Jazan,Self-Candidacy,647
female,Saudi,2,14,Governmental,Jazan,Self-Candidacy,647
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,687
female,Saudi,2,14,Governmental,Qaseem,Talented-Candidacy,613
male,Saudi,2,14,Governmental,Aseer,Talented-Candidacy,613
female,Saudi,2,14,Private,Riyadh,Self-Candidacy,627
female,Saudi,2,14,Private,Mecca,Self-Candidacy,680
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,680
male,Saudi,2,14,Private,Mecca,Self-Candidacy,733
female,Saudi,2,14,Governmental,Aseer,Self-Candidacy,387
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,687
female,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,700
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,653
female,Saudi,2,14,Foreign,Riyadh,Self-Candidacy,673
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,613
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,727
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,720
female,Saudi,2,14,Governmental,Madinah,Talented-Candidacy,647
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,633
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,647
male,Saudi,2,14,Foreign,Eastern,Self-Candidacy,693
female,Saudi,2,14,Foreign,Eastern,Self-Candidacy,667
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,600
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,627
male,Saudi,2,14,Governmental,Riyadh,Talented-Candidacy,667
female,Saudi,2,14,Private,Eastern,Self-Candidacy,687
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,647
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,647
male,Saudi,2,14,Governmental,Aseer,Self-Candidacy,513
male,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,713
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,640
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,713
female,Saudi,2,14,Private,Mecca,Self-Candidacy,713
female,Saudi,2,14,Private,Mecca,Self-Candidacy,527
female,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,613
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,620
male,Saudi,2,14,Governmental,Aseer,Self-Candidacy,680
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,687
female,Saudi,2,14,Governmental,Jazan,Self-Candidacy,593
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,633
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,693
female,Saudi,2,14,Governmental,Aseer,Self-Candidacy,487
male,Saudi,3,18,Governmental,Unknown,Self-Candidacy,600
female,Saudi,2,14,Private,Mecca,Self-Candidacy,673
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,733
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,633
female,Saudi,2,14,Governmental,Madinah,Talented-Candidacy,700
male,Saudi,2,14,Governmental,Jazan,Self-Candidacy,680
male,Saudi,2,14,Private,Tabuk,Self-Candidacy,593
male,Saudi,2,14,Private,Jawf,Talented-Candidacy,653
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,647
male,Saudi,2,14,Governmental,Jazan,Talented-Candidacy,613
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,640
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,660
male,Saudi,2,14,Governmental,Aseer,Self-Candidacy,647
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,680
male,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,633
male,Saudi,2,14,Governmental,Aseer,Self-Candidacy,573
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,607
male,Saudi,2,14,Governmental,Mecca,Self-Candidacy,673
female,Saudi,2,14,Private,Qaseem,Self-Candidacy,640
male,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,647
male,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,613
female,Saudi,2,14,Private,Riyadh,Talented-Candidacy,713
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,567
male,Saudi,2,14,Private,Eastern,Self-Candidacy,627
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,567
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,713
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,667
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,667
male,Saudi,2,14,Private,Eastern,Self-Candidacy,687
male,Saudi,2,14,Private,Eastern,Talented-Candidacy,680
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,680
male,Saudi,2,14,Private,Eastern,Talented-Candidacy,633
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,567
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,613
male,Saudi,2,14,Governmental,Aseer,Talented-Candidacy,647
male,Saudi,2,14,Governmental,Mecca,Talented-Candidacy,553
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,700
female,Saudi,2,14,Private,Tabuk,Self-Candidacy,593
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,687
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,633
male,Saudi,2,14,Governmental,Tabuk,Self-Candidacy,647
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,700
male,Saudi,2,14,Governmental,Jazan,Self-Candidacy,747
female,Saudi,2,14,Private,Eastern,Talented-Candidacy,613
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,687
female,Saudi,2,14,Governmental,Riyadh,Self-Candidacy,620
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,640
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,593
male,Saudi,2,14,Governmental,Eastern,Self-Candidacy,573
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,647
female,Saudi,2,14,Private,Riyadh,Self-Candidacy,607
female,Saudi,2,14,Foreign,Eastern,Self-Candidacy,633
female,Saudi,2,14,Governmental,Madinah,Self-Candidacy,653
female,Saudi,2,14,Governmental,Qaseem,Talented-Candidacy,653
male,Saudi,2,14,Private,Mecca,Self-Candidacy,487
female,Saudi,2,14,Governmental,Eastern,Talented-Candidacy,693
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,713
female,Saudi,2,14,Private,Mecca,Self-Candidacy,740
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,700
